"","p_cntrl5062","p_cntrl8512","p_cntrl5029","p_cncr7136","p_cntrl2642","p_cncr2935","p_cntrl1116","p_cncr5626","p_cntrl1317","p_cncr3717","p_cntrl2476","p_cncr5310","p_cncr8118","p_cncr3092","p_cncr2842","p_cntrl9875","p_cncr9894","p_cncr6814","p_cncr5676","p_cncr1313","p_cntrl8815","p_cncr4019","p_cncr4932","p_cncr8502","p_cncr9042","p_cncr8563","p_cntrl3243","p_cncr1633","p_cncr3976","p_cncr8561"
"00101011001001000000",172387,95316,293133,215035,11142235,357181,593439,1834,287218,16,679120,2057858,3658,83442,4597,15790,92475,25699,2894,617776,98823,636106,44577,1975739,831097,174988,9798,126002,2223506,1812
"00000101011111101001",43967,467968,1006207,17498,17087,545018,5872,1089011,186167,14865,6357631,12961,544439,3291,142,530535,6375,26591,290697,61482,4783,29676,29607,524853,3736011,97485,36040,38794145,80900,143275
"11010000111101101101",17798,536838,17464,156214,28095,891533,20539410,15481,137045,28267,1793664,8156,21204,957,85351,17694,2063563,1021,1875046,142149,21230,82538,2786812,519787,471822,83255,2539,712617,419375,88
"10001011001110100000",538158,566,3169502,5236537,18368,5255767,1331260,1850,75198,335279,6030,247986,997480,4636,7809,193,101709,338451,2202,32492,232372,84739,259761,6714,38513,6840,3270066,115514,179959,4324
"01010001011101001001",37962,3952,5643,59419,466718,33836,21509,147299,2671964,22545,2413,109090,200346,223005,159730,150182,94408,196363,280415,510735,12264,36947,25785,11390226,28412,17279,931,1395,3228,234998
"11110010011011111100",315153,65472,337674,468352,564669,1625,508,4721,7382,39842592,13128,831274,576186,3803577,6007,424766,6418534,1693,15560,5219,42755,143816,410899,2569,12018,178790,62037,285634,6253,1742820
"10000110110010100001",15468814,829,121735,57423,561903,347379,3354635,354620,22742088,21714,3158,1,259370,5416,2287,18363,491142,78355,194381,15100,1511630,17356,205878,2945,288466,6158,53675,168488,215762,2894564
"10000010011100001101",45333,479105,672962,163598,1063,47634,327409,2701285,86588,14375564,181746,40492,301804,3412981,469259,2263155,5773476,1117568,195336,365,89121,79668,3287,26408,7730220,14201,951033,3572148,2797,18136
"01110000010000100011",25696,211818,92412,24678,61261,2008,259309,5963,2678407,4964,7256,1,503139,1677,82913,34257,10223283,7429,547405,11185,57501,1612,9823,610273,3378,3443,2277,145960,530492,11105
"00000111111011110011",30579,47524,6059,12151,178218,3412,1777815,17403,10797333,2176,300373,10038,600,1054,2556438,5330,4113178,34879,105145,536074,7292,888,922,37010,1069,1131,1351677,1387439,3302448,40176
"11000001010011101101",4110,15472,91395,403328,12473,15765,42146,2422,39,1386238,190699,962033,626156,25524,65685,5046249,127235,4558,246213,4841,32954,4017819,36964,2621,2141,78776,1892519,54581,57258,6915
"01000110010100011110",1895787,544123,204144,370764,15615,4850770,150886,95530,39789195,208092,3576,392659,596030,10528,10969,136088,160322,27739,349065,63784,58992,32525,933079,23956,1823581,141250,1032007,5263,14661,1882288
"00011101011010010001",53878,8235,172,68289,4710,121564,63207,83,1336723,193,95,192,459662,3648,4936,338,1128,30505,13154,2,23300,37,11619,7365,41825,272,18322,161,82455807,1993
"11010010101011000011",689886,15133,10201,2080690,193549,2776,157649,124,19140,26,182471,83125,1114,3945,33516,111857,39930,166776,205047,8,6702,1254,2337,75031,333,290,59076,6886,1171,61296
"01101100110011000010",539040,189874,8497,47350,1892,3304,49382,23239,24186,93983,6,10701,51447679,624,10265,20,234588,77741,4635,48,2860,1552,95061,105,400691,2019885,148872,128,15173546,16241
"10010011100100010100",13528,159039,22065,8330,46489,13910,223289,65682,165835,13450059,561048,689829,10194,2401111,62832,76767,10245,13021144,1310659,35911,6247,117026,159402,17422722,3284647,14734,182855,1704573,7084,210392
"11000001001101110111",13553,14202,460347,870456,191870,151680,17630244,2950,33315,50581,35547,951,18081,206,17614,309762,7980,9449195,598663,80,3740,120,777459,40750,308100,6976,1527607,869,18090,62930
"11110011100010011110",29745,1249289,164929,1337913,153552,587431,978420,207651,1122,6270,351617,27687,13201,503265,89469,207,2815,342774,48158,191363,74188,17351445,116831,162,309529,488,755266,1257362,7263,1554
"01110110110110010101",5219,8091,909731,827605,72642,36874,8294,166,44301,189836,87677,194552,6216736,275207,50663,47666,304775,24765,23660,4190,521530,5686,1659,17322,21974,2009,417898,27480,9330779,48262
"01010100111010111110",2917,5123,37552,39570,3102469,50276,73729,792152,174928,174264,18548,313,197087,422280,3869062,264985,254572,116802,608445,251793,140794,170856,213,34410,38350,6183301,75919,2387803,66,329008
"01000010110101111111",104954,609639,168849,2620735,8344,6855,8306,6136,11060,13434,360456,331828,102943,15927312,5577,133,1720702,843,354953,43709,56546,3802,1518583,1774289,152560,11474,38523,364,1426,2993206
"10100110010001001100",640182,12411,20230,154100,893725,23980,93001,288389,204321,339,294745,2069654,8815,3025608,356277,11823,1844310,673,334464,3577,100524,221,2654,7675830,28435,12078,3927,1951,666844,159799
"00111101011100110001",292564,823,19043,936624,118679,3261251,301922,1967,248257,2124,788,1303,669655,6071,14078,4745,6105,260,8854,1129,1148,115,3164,7464,33598,749,6291,139,1049749,912
"10110000001111000010",4979,23670,318,873,909051,899,314,618,124041,133464,306159,7022967,736,2359,52278,8170,89317,990538,144542,7254,654524,4205,2799,270010,365317,40996,218060,5164694,582119,218256
"11010101000000110010",236193,825,309629,184445,5960,8741,26406,164452,45319,18916,8124682,3893,21446275,136963,16512,20237,7894471,18355,76752,118763,190318,3147,47126,1143640,98880,47718,3442,267955,5180,150254
"00100011100111011111",257710,12957,14119,2037,125648,6138268,547590,215822,12736,270729,157600,316878,28954,969583,55027,41439,1376,115256,207935,9870,2323,139671,7245,9748,4131,2484862,2062,11092,27202,86819
"00101101011101000110",2599,822,444,422189,198390,3830,51159,786226,287347,37193,110,826,4038,30188,153,471887,2641183,9893,48347,1824,2136,978,17960,277,239,2777,1277,287,2891121,499809
"11111000000100011100",38127,274,13693,1283908,18251,16283,132369,52796,34770,66814,783,424,7443,475066,10677,2736,4934,1681023,14556,2476,79195,2301,235733,3816,5,6793,4582,130,28937,617711
"00100101011010000101",124601,3212,11492,178754,128154,65802,974948,1731,73613,423,37881,431,30545,5004,50969,28520,29339,297935,112993,44429,1268939,2439,9238,1905,5371,2379,7213461,47471,236796,18527
"00000011000101111100",54782,6511880,12261,19351,1124629,133414,90196,4729,24814,1912069,9846,625762,359,618900,5010,257115,1078,101883,8266,33600,176606,561375,9784,1911,56742,32593,571261,104773,217307,126456
"10100101000000110111",2833475,45775,107381,258282,41589,23549,36647,10515,1481222,180,186,108390,128844,4667,3402,2846104,520,155077,19381,376,80548,5112,10817,1799,188955,4198,53396,42168,2698,7234
"00001011111111111010",4497,93648,19433241,91647,16160,207320,1863327,2164036,107662,172,228416,1148,1225,124440,718753,584022,650,43191,38197,332775,1804569,16086,69389,26780,2896519,99374,226754,191948,53635,3956
"10000001110101110101",130934,478,740580,549465,1526677,16351,8729,14288,14607949,3379,100342,8,3377,48630,2016,6981,10335,58,36336,496,567595,246,1852,38620,5445,59053,133645,22675,8080917,1117
"01001110010001101011",11920559,57245,1711,621,87039,182813,20999998,10435,27037,18326,21772,432064,1719541,2504,20787,254134,111405,3282,100732,6293,2058416,2544115,1995,2306970,9475,2393,10683,11890,3158929,6986123
"01101101101000011000",106694,698,382,27355,1763,6021,10483,43652,57316,554,61562,20148,282845,6742,13583,5229,113187,831757,202476,518,18144,2168,3135,6582,103620,165449,198,4762,5045657,220520
"00101111110110110011",33923,33666,2982,15626,7454,100219,5957,186702,67119,252,142672,7,354,4377,256840,103579,8771,73228,15584380,12636,83412,1921,2647,804,100439,77483,1362,37957,310120,7802
"10111111110011000111",3682842,500950,1418,244118,56697,325904,104746,67527,17714,8986,45712,5661,303541,603246,4076,3178,39763,42149,2939,2383,60575,39808,1035,733421,148046,548,47846,17450,195069,1055
"00001011111001001000",14324,93635,3888,983397,37222,1463922,1674106,7677,114495,186206,7473,442387,921,132753,26639,164521,101795,608,23983,149487,2143209,3173,72685,621206,723714,168530,18540,727,1396,8918
"00001111100101011111",174618,21508,4578,1727523,7169,232528,262759,24153,765508,10200,2446332,56903,31772,192,179773,105210,5287048,501,90199,69374,318281,50203,18033,68101,268642,488187,13727,60450426,46773,76311
"00001011001010010011",343964,6504,56564,36963,63234,703916,269758,745,153410,33412,50227,1418,140067,170854,6554,4149,1906,849852,540,48440,157845,6211,9065,72864,735151,37589,7908466,45958,6769,31685
"11100101110010100111",377184,5,282654,27270,1335,33212,594,19848,73175,152,2467,4941,42188,1049734,1571,3106086,175500,34163,880014,26350,11900,5748,3344,22142,5795611,147480,4238,718100,105109,34698
"11110010100101011011",5754,571047,119796,20351,442582,2663,389076,39105,2211042,10229,2300694,2782,275361,648924,339660,83384,34005,1346,101554,25,4258075,17959,34875,688915,216,925524,38592,5268,130240,734439
"10000111100110110011",26075,15636,24262,15328,222694,1437,540486,19890,2562656,341,898243,75665,25614,230331,106333,70827,186130,441,2182,1079,3404819,675265,10199,9117,6114,235,456271,441797,114065,33093
"11100001010101000100",35658,23261,914,2479,132347,34552,4931,203731,54300,2397,99107,2130980,2680224,150047,542555,154820,14311,1406495,131619,624,4618,51342,372606,67762,3239,686741,326641,32029,96223,58314
"00100010100111011010",4907,2817,63911,1277656,76767,1871,27850,168721,16613,163605,12060,5096,2999178,6332,356734,20906,51958,1135369,6437057,57552,1543,704290,250281,3546,373,30115,10534,3014,5046,315
"00001110011000100011",3271150,1391,302,82509,1764,3249,137441,26162,47842,219,61880,18985,88583,4179390,1211,2225,2733,460,1082,10443,508043,2911,135554,109,52326,24343,4639,4184,315041,180145
"11010010011110111000",73436,6263,4194,16971,188016,10085,176681,882038,236876,3213260,7048299,89437,4553,38006,38431,1302980,2046,36602,26717,370079,113945,50184,783,510548,7914148,114284,929946,2703,6597679,126375
"00111100000100010000",25447,772,40,62497,44426,2726,94767,559,309557,2160,54,1719,11553,17107,176482,203510,479,695986,60178,584,44645,736,88601,40169,1098,4250,98,3451,2185438,8051
"01100110111110001101",4206,39575,4896,11608835,2144891,541506,121798,455,3041,128774,489755,148777,191408,1969,41792,1224546,3530024,31106,124406,776466,3796,129381,142342,7145,149510,3973,6138,8546,66527,15497
"10011010100011110101",1532689,1120529,27709,39014,19101,610,2954,1305993,854,12105,2082066,32781,1687,5107,106965,1330,6839894,469375,10103,5489,203656,8643,99616,63263,819352,130,1378,16640,1880809,32733
"10101111010111011111",65316,15750,598895,36835,44,327677,60313,126362,21760,100029,5703,3869701,153593,129,18469082,4752,83332,11217,12950,215926,2589380,1921,8019,9646,1459154,158157,761403,172921,105249,39358
"10001001000111100101",4800,4342,24794,1710,46853,22944,225854,30,373227,3604,933,86,888011,1501,45682,4174,7845,35518,3808,4803,7876,15,150272,163160,332,5251,34,533,170462009,3214
"00001011001100000110",9818,92611,3700,2766,795796,47546,723454,4510,618515,95940,84075,254631,15779,17542,31726,470637,10477,6237761,21471,12559,9448,100035,21777,297099,64252,81493,97131,5677,1910,2761386
"11101110001010000010",1801967,8265,78926,11577,22560,233122,506,238739,428200,3809,3111,243240,14685,196280,2885696,253430,635740,82540,16963,7878,47632,2595701,158102,89584,5112553,71199,1205807,218216,7591,490037
"11011100000100000111",122313,1670,6,239144,131145,1828620,1391,2189,2005574,370,28,1838,331065,190345,646,2890,3038,3977,14876,85,120078,52,625,4602,359,88799,2468534,90,809939,455
"00000001100110001110",6376,167863,43238,145249,34164,1282818,66119,22078,47571,323298,63004,18559,444359,35273,1525335,372285,195946,300113,60400,459005,14019,3855,89163,11063,42007,81542,21558,2058342,81969,443086
"01011011011110000101",59908,52005,5422,622195,106801,56983,1138935,18442,1117402,22007,112832,44384,5233495,2416248,89200,526677,129458,171289,21540,3401,713,35,72775,146121,12193,1149,185026,49947,46793,237
"11010000000111110110",129656,2308357,21735,101566,71340,19165,37609,14743,22132,1496,1529675,1075909,129291,58419,114395,47429,67523,1376700,329428,19,13334,262459,1624426,1338511,2208,68750,324033,175442,960199,60856
"10110111001100100100",53371,4790,157202,2053229,15104,2941,473928,357203,9819413,4727374,2974723,191418,37451,333257,3446927,8251374,14706,79546,3144,60070,178822,121336,301627,1318760,52707,1318752,264459,27866,2699,722610
"01100001001111010101",2911700,3259,727216,16259,303933,639140,330518,8,35994,12270,14660,6209,1070,9599,11454,214859,104769,18276,1777,11147,90078,2150,71012,306252,450,409,2184,45751,5970,785
"10010000100111100100",5308,449118,26688,691642,25285,1270510,857700,14789630,360388,1165,175757,13466,55388,8805,7748656,80090,1173072,108410,5316,5009,82133,246367,6809433,53458,96492,4546074,1068,12338,3820,39292
"11110110101001101000",19148,7305,144326,76032,168,54421643,891889,7507,246775,662479,115546,6395570,8269,37428,4844,104780,878643,1448784,23266,5597045,18904,2113,1079,204564,3537107,84500,86487,789,16762,10226
"00110001101101110101",125771170,321552,26167,33821,110793,5602,28750965,569,19549,3588,753229,48795,9,71196,3281818,854,3398,1706897,48249,11960,6459,3311,20301,6145,349466,101,661371,722,10335,54895
"00000110001010100100",38934,5478,106116,371107,569,12872,39606,27782,1636658,552,24176,3011,134077,219366,154229,55938,20028,605,5983,770348,1025164,339391,17939746,4400,8477,695588,41963,341895,144504,28278
"10111000000100011000",932,7198,77,167658,80139,213409,3884,130,2604478,45372,4680,6260,48684,73,247,39515,3497,9174,3912,119,1080,6733,996,159,196619,509030,784,4283,158442,26600
"01001110011000111010",504707,432643,789192,38749,358427,393,87911,294697,752,11939,73285,41,886067,368280,995,568333,33876,16426,567632,5855,1957,87101,10505,13561,22073,9939,63887,122090,21881,81406
"00011010100111010001",27247,48677,3593578,15947,329459,82480,10466,30106,182153,2641,1502089,34479,259,760,120621,12635,288199,372375,19584,1357,743423,25,15303,1609044,1428254,11859,19118,590348,627,60454
"00001000000110101101",8650,33900,39463,20467,7225,13349,187,10449630,5207312,4989,33826,24024,527091,30799,1944386,2920,18661295,5,23098,217,129819,13718,24692,3488624,21279,135823,1402,1989,797148,3001
"11101101101100100100",161,19440,538,542352,98233,14689,16332,3203,92611,1140,24726,1685,5924,1635,89943,9875,202800,2995,10745,2240,158,31,1150092,1492089,1215492,117,7787,476,8840435,16811
"00101110111011111111",890563,3649265,602631,8933858,2301,119607,127968,177083,22941,20981,1299,18482,4213,217,2011,297455,61675,3747,1347,7275,163446,3352158,62370,9543,3636,1503,99342,23210,1952,41898
"01111100101000111101",14479,1237,140,410240,22907,4298,430158,431714,2632,948014,279,4371,281208,30634,90,1362,11060,4642,259626,1102,2056,8157,1325,192579,245258,708,223,2,48965,79710
"11011100011011000001",14764,27737,3311,439251,38853,11447,87743,2026,396526,2000,600,725,12473,108,97321,318,9782,171802,45020,2464,2122,28,68124,943,14509,19136,243,18809,1989842,4017
"10001100111101111110",53512,119800,521,7984,21576,33991,3463314,5295,45485,1288,598,595,239,51845,3762,2205,827178,9917,1493839,40,304244,21,172173,122861,2370,5573,2642,8043,18361,133964
"00000000110011000000",5595,449931,302466,347614,47525,14038,68507,885440,115838,19745,3598,10086,58149,477545,376799,1048,337,72106,457433,65925,164708,438920,154641,32582,1502046,1248154,3151,92682,76355,9026
"10110110001100001000",3695193,591843,99013,510130,93654,5990,12448,448502,2082,4643723,41630,9392,15377,29225,78057,402264,1424255,8182,71299,14500,3287353,236157,145824,22939,77043,60707,668,85989,1579,521
"01101001000001110101",461311,611,58,219781,504400,9699,9143,24618,160322,1551,45115,1522,5700707,227,106624,487,350638,16032,29176,22,811736,83,161795,44065,3328,227,23999,236,12145427,44
"00010101011000000100",260,118462,282148,11584,232012,16093,11176,9615688,151446,59310,669100,339006,354599,961614,26306,156948,18721,1060306,239897,184057,2635581,241812,1431965,418475,2671552,31096,86115,840839,17405,698
"11110011000000100100",117259,19174,255603,192418,2380,227599,221,60604,3802,175271,493689,220433,2561,1580193,3408664,7553,47651,2979123,955,7614,747,1208,3062,148206,244413,928054,38980,8071,1544060,41866
"10101000110111100111",18944,317,3648,218029,63588,44403,42857,8711,4864745,7090,12277,4179,18563,17427,2264,2083,8736036,9897,247535,4,59,557,30022,65384,3482,1310,4683,991,3182509,3951
"11110101110011101111",11571,42403,1341724,129673,142979,213,963485,554991,102223,214174,13531,7899,2961,386083,1041604,83922,67195,3536626,1178,22568,1879755,1944939,197505,288948,3542,620657,344382,1792695,18030,20381
"00011000011111011101",563517,711,10507,44598,388144,19598,10224,615243,141122,34208,4794,6557,41383,67608,513020,4855,49265,31386,8849,93,91296,107282,51355,99762,926279,24228,944,1047,1467410,56964
"11010110000011010001",11892623,136193,185331,9397744,53638,464688,31200,125,546673,277,1218442,115,2008,69397,2896,15151,2988221,11451,5924,934407,37943,10477,142,6371,36304,15845,6902,17227,871974,683418
"10110110101000010100",37268,191839,59452,353693,317708,101395,613557,1853178,88196,1031143,2479289,39529,2631,10382,3520441,323500,646,22387,19026,13137,7950,50120,12675,4127877,54988,9675,12947,5321,1758309,4597
"10001010010011001111",2185,96281,382639,3629,13378,118178,1116,78237,8804,868789,18749,9879,131286,304101,154516,27109,2580,29083,77998,75510,94767,1334503,175384,31416,42661,25424,3847,100123,28411128,55955
"00100000101111101101",27152,178544,1877,2164710,13331861,6209,30927,1390,120416,3653610,9861,1354674,1691,22665,1620,338753,19904,332,360146,2771,5086,45292,1117894,888631,19763,6087357,56429,43071,9761,946
"00000111110011001111",230133,276893,399402,2073,46627,140086,103075,15765748,4339,25192,3303,25042,153024,27781,15237,31,24087,7188,167176,37,2137,9870,24116689,571,112248,443751,6607,379508,10489,1533034
"01111111010100110000",140682,2163,805912,4171,1845660,103442,2227481,563446,116,173727,9751,5446,3589,5718970,53053,351216,102655,169202,32967,39822,366306,9122034,1149127,525228,146643,2564,615,698691,1571291,11751
"00000001001111101001",20676,280836,222325,3007,58635,3037,5980,958,142452,30050,2753,13358,124085,895942,7468107,2052485,73518,126413,2323,299193,49930,80502,6622,11398,157142,13073,957,6205,48681,27164
"11101101000101111011",394802,3911,1249,94823,642,123020,4946,16439,22489,39847,981,32540,1202308,11292,68616,440140,4831,551706,2051,838,98945,8768,10923,31589,125364,35,19763,3755,1509805,5885
"00100000001111100101",10095,2727,4565123,7130,1255779,136777,59243,266,1254,138,479737,2074,2304,3018,26946,2338,397705,51209,24920,8009,5173,617,8216,18033,1856676,116041,20412470,198505,249717,16741
"10011001010000110101",35677,697076,2121,7345,19663,53921,30944,1,11114563,3211,17,529,3264,48480,34296,126,45749,71454,5732,188,71766,188,748,25176,47378,1303,902,2138,879402,1316
"01111010010101111100",122112,202471,633,10656,59504,46816,10125,273838,49226,6246,910414,11338,117499,2084,2384477,372098,82176,87585,207225,257,670153,50324,1121816,650,33189,283241,44314,501622,80263,37363
"10000000111111101001",29153,1961,35025,105034,53661,4918,173250,247744,2016393,7739,32945,132831,3560,2155436,417055,32226,3997,7179,4002,59164,321,11759,37765,486942,659080,2158484,33854,55229,17507,8123
"11010101101100000110",337615,23123,75783,225251,21158,2155,261035,4288,60523,1578,569,161174,11448,23748,614469,3075,14670,13308,11448,4026,27919,20147031,31075,165152,3285992,91090,886664,67214,19267,2180807
"11010000010011110110",79665,163643,111700,81669,3297,22409,130047,119656,3685,154461,75547,68238,2022726,2216,4503,916,33741,241546,2373429,3083220,4335916,171,42944,1904,11516,12580,150783,305097,55554,7026
"11001011101000000110",8492,2132570,3319,186,3977,576592,47349,1233136,78718,181085,2698,5801673,448490,62303,6716,2681,760717,563690,210931,8314,584532,693,3659,330069,1253373,4098,124236,104195,8904,22012
"11111100100011011100",166979,17471,9391,217676,11614,7041621,49589,22242,7179,675878,2764,14148,16358,2607,222,101787,513712,400729,215135,77586,661,44511,2060452,2741731,819,3520,266284,195,808352,97484
"00110000010111001001",10338929,10840,3090726,61057,206608,38292,176780,556396,4565,4158,21991,1359,7762,196362,78232,10482,249,20508,87227,10196,136319,31571,3984239,3485911,175,6436,26240,261433,23983,2058009
"00001111000001111100",87849,4545544,621673,870632,3619291,86735,783,41818,7283,122821,14009,1874432,9220,1803356,600,46130,39369,1159612,6262,854987,44607,2746,141486,3495,404774,284333,55645,4516530,529568,51
"11010000000100010110",1896742,133952,278749,150578,37559,2179,50692,55592,277601,1713,915,144434,42191,120420,10611,948092,11646,56346,112225,80476,53349,25499,97761,28524,15065,80473,13064,133268,76939,3646
"11001101010011000000",71095,4321,915,136475,6626,75055,78232,70968,581940,173920,41,437,15201,25650,1102,15222,94293,110114,30059,25,88476,30732,162,35629,4474,17801,42,3,658159,177851
"11010001000110011111",46800,312124,4318028,28803,451,1686,656,86102,6415,608,167517,41744,169107,35085,801626,44445,28479,288028,12227086,5512,3923,1773428,3584,182550,3221,76349,22975,4101,556,6825
"10010010011001100000",53703,532293,1061779,1254612,82846,28698,62835,76673,294301,50561,15335,304290,138140,152425,12496,3239,1048,127639,19460,1285004,142293,1192604,543,17129,27246,14692,1757723,233822,17239,39717
"10011111110000100010",34818,12090,244746,2390,69014,441671,119435,436173,156133,219749,6593,2546374,2463466,19224,27789,5884,568369,1344187,2861005,621,286107,4610,5530,5027966,602825,1205212,1109,13910,480,19271
"01010110110100001110",6062,9236,153995,243991,43208,1537,65135,279287,386900,8263,113751,2766874,20692,22940,22,13515,3905,5606525,21513,44572,492526,5507062,10361,3957,5280,388913,1678352,2091,247884,22322
"01100000011001100010",75175,362585,23018768,11471244,29972,159555,21795,648,3106,787585,259,38839,4377638,59209,6181,14584,184837,16904,494842,163406,55959,10057,69152,60013,26812,95427,722,1881466,408342,3089828
"01011000010010111111",91730,34621,31751,7701,140647,525255,30622,3056,142838,80644,60187,96,35728,1041881,4568,753,6017,42716,95,920,234,5346,765,5931,101982,162,49,59,1219612,47639
"01001110011011000001",7550,482,8382,55181,178274,90451,8064068,19207,1367747,4937,1553003,99,33395,30344,33799,1173098,196439,82592,6224,29492,9378,21363,116851,97595,2296,116329,186247,53659,21105112,365103
"11011101001100111111",5851,97575,501,185946,92932,25193,12688,96056,1331741,17174,895,365864,36963,322,10796,28339,26340,8336,69582,8378,3782,882,32854,12968,55451,591181,55869,71,477121,176617
"01101110111101100000",247163,2234,117161,395438,442627,12406,154392,19829,203780,887278,2606,2283,293,9241,1065,459751,192193,1712,130,19928,409858,4208,985006,7556,81262,154547,5836,108259,3555,212082
"10110010010111100000",215371,90098,5778,43723,1393657,13104,853455,5989322,348838,42380,968192,24617,2284,7425,36118,1588,87030,290734,22831,44421,175626,18033,3449793,658292,391610,156400,4563,103186,43053,349441
"11001111010110010010",145126,8540,215597,61394,44430,63025,2776,454245,37425,1553,1577494,657009,1894,18555,725353,2284286,49686,40355,1020,1307,194826,254204,1603,290194,4555,29615,623427,30789,1394243,149270
"10011100011001100101",157468,12,7609,13429,313,362563,4012,8733,5174983,19865,1748,5247,240309,14661,20962,94,1664,27532,7105,5,6621,22,1181,74188,6723,243,302,979,24354930,7989
"11110001000010100000",1302,84464,26603,99604,17183,12232,52187,5477,348113,508,400453,17147,489527,53779,175613,55725,2565,17905,681889,1360143,45,1481392,99499,550657,111065,248759,10071,7142,231450,1203039
"01100011000001000000",21316,6685,907,2300,68,4123,2474,183746,1752,99075,40428,396,5882,2589982,6085,18794,118632,449453,4615894,186408,26002,3240,2209,71166,785195,117,134065,101651,553413,17745
"10011111001110111110",5440,18499,1918,99796,24764,18768,169528,6228078,45693,342171,34954,696119,23822,4088,7970,2212088,3144175,613180,54486,1563390,31863,1554890,1629,480944,88829,1118328,10205,213,2573,5119797
"00101110000000110001",129896,1031,604996,112808,361,3370,1130577,33041,122386,26159,8299,4070,24678,47,436682,345665,3519624,2681509,788,502,164608,4403,202426,763,206987,66710,8667,119603,48710838,4300
"01010111001101110001",11083,1367075,34556,111168,152429,115452,2964573,220,1154035,15593,831895,319,521,254851,808988,175881,7461,385223,3771,16206,312111,1466,78222,358446,486885,303198,269169,124,25659,241163
"11000111011010111001",25940,137115,529856,161954,1156,230032,176618,10520,178872,14697,31158,42991,7586,14350375,1414365,305267,465548,128620,12413,84534,2784550,630911,83396,297204,15030,264366,1479939,90350,23201,6128
"10111100001101011101",1504582,13733,1333,2006182,33162,171134,87582,35787,13121,11479,150,67528,47101,703,77790,31757,182278,1741,1306,2729,194,58,3101,42090,187,1310,5857,21841,23089987,240
"10111101110000011111",960650,1416,7209,192302,102058,60009,104541,613361,335746,141094,17,8264,962,44,3642257,13185,38749,1066335,11596,62,7781,1984,10022,499029,226402,1729,14538,91,90154,1795
"11100101100110110111",38609,377,4159717,160357,20477,16906,7299,57,1938280,502,587018,7126,352,360713,241071,781481,54109,208330,135347,701,53871,3071,10793,429055,77619,18349,293369,599856,998143,10788
"10110110100100100110",887771,151170,498583,4194,12941,953,62009,1484,21995,7159302,3871,95218,619213,936574,4200,58,7121,611501,1612,278924,163718,370135,28584,294857,9864,5301,9895,260415,1307,345706
"11111111010100110000",40766,190614,138959,51541,14759,63318,12825,570981,357279,7279109,4861,3290923,146031,304389,14263,28734,1377486,2818159,2165328,200543,408329,46905,59030,3048322,14523,2182591,3899512,227589,114893,13755
"10001100000010100001",8365266,7789,727,14366,253716,4000,34616,9150,159122,3558,2909,69,1547197,4728,2088,11540,1371877,108426,21306,40,3760,212,65685,29637,70673,18729,10367,13,2238824,2787
"00001010110100101101",1233420,519400,125759,2678491,14655,104014,117991,2839,21654,97744,2474,24386,61735,56422,131586,1292,17449056,3199852,8113,1542,196,66694,77286,5688418,28108,152772,39436,3239,98832,1446
"10011111001011111010",829,81742,8520652,16630059,21669,1321755,1727271,1973214,101,23539,18870,1064289,226598,9185,8702,23966,501215,31793,3412419,88680,410,83799,81,76632,273,29151,3618732,3293212,61171,45699
"00001011100100000001",7857581,1651,9995516,197429,590732,8107,26262,1815,9244100,972,5997,25389,1499293,99336,33857,115195,15292,23751,113587,1312,31792,37699,136090,9086,1100852,20161,159629,107966,1237,1603921
"01001110110001100000",479246,271986,415868,1005,15236,41276,491007,33327,12281,3047999,116778,8835,592,152513,1548,707,50681,72651,4365561,54332,2611,1945039,40720,75762,129856,39925,48078,2325890,574648,1311234
"00111111110110111101",5204,113057,194952,137530,243985,191,172509,22317,210715,9529,4679,2832,961228,21185,65334,240268,11353,74505,3536406,66555,34876,4737515,1733,4200623,28929,689773,18339,14488,1057,64337
"10010100000110011100",31236,137525,84199,456986,2870,12718,1656,48731,20808,2993,378215,309919,233598,69731,3186,21919,159111,866483,2750,239147,29116,1095176,220,30211,2626,179931,8936131,3032,54649,20990
"11111010111110000111",1153136,10068,2126,175988,64224,41079,13303072,1333,20330,173,54962,17246,1500868,9334,896616,57113,55631,58798,9507,170,5166043,33366,210403,286740,3046132,1426,34960,11113,456580,261556
"00011011001100111001",164068,7167,600656,3449,14246,970662,204019,2243426,1418673,5834460,21559,374468,28678,785441,8614912,115582,862289,1615361,744068,26569,105848,34092,140402,8122,29428,39271,432623,3061,17524,4501
"11011100010001100000",41233,17265,215,460906,4357,70742,41954,11845,1969649,157,45536,13,249288,7807,815315,29151,13863,967670,16092,365,10985,78594,170482,1179,1554,140580,15389,190,1459946,4123
"10001110001001001000",8418,1142395,2171079,10402379,228333,3839,129194,101832,25731,1270,141153,10183,529649,14789,2033,328139,1636,683,239,7774,759171,754383,254232,476,135751,91945,225186,106211,388111,23158
"10101000110011101000",5892,51,84912,38562614,219923,96341,175448,1182,1311,3168431,5137,33264,67837,1927,5342717,35037,566537,3361,21773,2608,60521,456,17988,13510,9397,343851,136454,63,70416,88842
"00000111000100101000",3563,40,128338,3615,9071,191317,5631,11336,2705,30782,53638,245878,542572,565825,362729,3937984,6125,26991,28936,207831,64288,238817,165812,42222,2893793,595266,2728,207941,326,31955
"10110111101011110110",10966,18982,131,34548,16435,2505897,24513,137888,13158,89044,993,472753,11173,2601,1241393,1624278,60766,19401,12762727,856,98554,493768,220952,63970,1447,223,8897600,929,46901,437997
